customer_id,customer_name,customer_phone,customer_email,customer_device_id
CUST_0638,Pamela Cooper,3431001667064,dreynolds@example.com,a3f1f15c-6b77-4a6f-a595-5d50913d5150
CUST_0639,Jane Greene,1530777463167,priceleslie@example.com,3c2d6c15-5a79-4f51-a8e2-052affa58cfc
CUST_0640,Brittany Dorsey,5571340804510,sedwards@example.net,6e8d77eb-6bcc-4373-8c06-30552259e1f0
CUST_0641,Peter Moore,2425387307098,henrylaura@example.org,d7762eb1-0fea-4560-9221-c26e2a2d26c9
CUST_0642,Larry King,abc123,rachel85@example.org,889d90d6-cdb7-4f9a-a8af-c56aab103b97
CUST_0643,Casey Garcia,0880833051827,todd65@example.org,a22e53d7-4877-429e-9fff-25900ef85613
CUST_0644,Jon Watkins,8741885729537,pbell@example.net,ac271a6e-47ed-4ba7-952b-e4318c6f414c
CUST_0645,Kenneth Petersen,8657950519570,clarkerin@example.org,8aceb40b-d544-4f13-b7ff-6e558b3fe14f
CUST_0646,Denise Oliver,0741395129632,osmith@example.org,d2cde3f8-09e0-46b7-9b10-85ac57f028c9
CUST_0647,Charles Ramos,6687411181032,rasmussencharles@example.org,e617acad-dc00-4a3c-88b6-cef1d84ba559
CUST_0648,,8976844579587,lopezmichael@example.net,3d834dfc-8b68-464b-a082-788c4441d6b2
CUST_0649,Mary Lawson,6941265591824,brendadeleon@example.org,4b7a320e-480f-4fc6-b74f-c6b6555ab1cf
CUST_0650,Tom Hicks,3102186529043,,71c0d5ea-3dd1-41f1-b5cb-29727c36d2be
CUST_0651,,8142025392424,jenniferhaas@example.org,1d51c740-dfe9-4c7a-bfef-58d57771b799
CUST_0652,Russell Frederick,0766462108084,campbelldaniel@example.net,763c839a-ce17-480f-8b4e-91c254eea603
CUST_0653,Dr. Brandon Boyd III,abc123,michaelmarshall@example.net,21da96c6-bceb-4d37-8db3-3174c5db2d93
CUST_0654,Elizabeth Hernandez,5014740648462,susangriffith@example.net,d52c1670-17f5-40d6-88da-9675957cad65
CUST_0655,Riley Ward,3197987288069,,f696aed1-ac16-43bb-8308-e933a79d6d49
CUST_0656,Laurie Rogers,abc123,mthomas@example.com,3964d26c-06b6-4cb1-a50b-744a0638c0cc
CUST_0657,William Jenkins,abc123,martinshelia@example.org,be74eac5-d597-453c-b47c-7d215c900169
CUST_0658,Michelle Little,5788937341590,coxjessica@example.com,582d377d-ff16-49b3-ae47-c051a2c8c268
CUST_0659,Bryan Mayer,7463086417375,sbartlett@example.net,13eabf15-40ff-4b5f-9fdc-3210fa6abb82
CUST_0660,Andrew Baker,0237723980642,,6ab9d13c-6cc5-443e-8009-4f20401c0db0
CUST_0661,,3101428871338,samantha22@example.net,df2b6480-3a46-49f0-828e-097c5dbb8c94
CUST_0662,Julian Hall,7702643135901,hernandezrachel@example.com,3d56768c-2cd6-47f5-a5d5-d324440aecb9
CUST_0663,Debra Guerra,abc123,belinda04@example.net,36f97560-96fd-46cf-b13f-0af3263cc222
CUST_0664,Bryan Wilcox,5624283776313,icole@example.org,bd1ee865-8b01-42b4-9b22-6adf09026684
CUST_0665,Micheal Hunter,2060908573554,krista16@example.com,ba3bbc06-e8eb-41a6-a839-393334ecdb18
CUST_0666,Lauren Donovan,0991410857919,,73715807-e841-483f-ac7e-073285bb1ac4
CUST_0667,Jessica Hawkins,7771354429809,ericmullins@example.org,44837992-2a12-4ede-acf5-7af32074b3f1
CUST_0668,Scott Li,8364389896841,greenreginald@example.org,9687cd52-cb4c-475c-803d-ed7d2f4f26f8
CUST_0669,Jennifer Allen,7944466281396,,37de3802-48e5-4c80-ad9b-3e7b59565412
CUST_0670,Cynthia Nichols,3314846418920,jamesmahoney@example.com,91be6dbc-fd5f-4d54-a505-25813178d5c3
CUST_0671,,0269120887971,benjamin69@example.com,69617010-e803-4f4f-93ad-3eef7d1242bf
CUST_0672,Laura Church,2034182380439,anthonybailey@example.org,03e55bc1-64b6-4c26-a10b-f6bc61978ecb
CUST_0673,Sarah Ray,1410987762615,,6ed63fca-6ac6-4c86-8c3f-de05b164ddc2
CUST_0674,Joseph Barnes,7039375457325,catherineevans@example.org,7705bacc-1e1a-452e-9ce9-c0e4fe556dea
CUST_0675,Patricia Ortiz,9869887934988,mvazquez@example.org,6899bbe0-a861-4032-8d87-f5df354c0fd2
CUST_0676,Zachary Tucker,6313480647239,john93@example.com,879bc002-20e9-4b01-8291-740bc89a32e3
CUST_0677,Joshua Johnson,3987206452187,melissa90@example.com,95dc263e-01e6-456a-854b-f2b1ec47ca8b
CUST_0678,Amy Robinson,5202616723118,jason44@example.net,6907c403-70a3-4447-a298-391c0f0831ea
CUST_0679,Bill Rodriguez,0192325610065,mccartywendy@example.org,ca74c56c-fbcc-446c-93a8-814b21947848
CUST_0680,Kristin Davis,7446611430603,,5d79a188-7278-488a-9d99-eb477d8b4739
CUST_0681,Teresa Morgan,9191671244785,miguelmccullough@example.org,42e8f023-e885-448f-98e2-cd158ec3e92b
CUST_0682,Samuel Navarro,abc123,juarezroberto@example.com,e7d5ee16-202a-4606-9797-89f55a3e5869
CUST_0683,Cassandra Thompson,1808682139889,susanpayne@example.net,c03f0088-5693-4600-bfda-c3e3e6b9544b
CUST_0684,Gabriel Guerrero,2846974974711,melissa85@example.com,733ce279-3413-4a4d-9392-cb584d48f365
CUST_0685,Jessica Swanson,9841326800030,gweber@example.com,3a8f7b6a-a447-4c07-8b9c-a9f596d2d530
CUST_0686,Cynthia Harper,0417028249439,fmiller@example.com,88250c10-5841-46c1-ba22-7dd3746996ac
CUST_0687,Jason Rios,7711339481554,mreynolds@example.net,b5deff78-5060-49e7-8da8-259aee60f997
CUST_0688,Brian Kent,3407893924907,jennifer12@example.com,8b49ce77-b1d4-4f3d-9982-69102a7c9e92
CUST_0689,Mia Brown,7303251075829,wesley34@example.org,270752bd-c68e-4632-b01d-05896275c98c
CUST_0690,Erin Campbell,6367329614972,brian30@example.org,800021d7-6df3-4e4d-98a3-c1592c58c1f0
CUST_0691,,6903673224263,georgerick@example.org,9c764d30-e014-4ffa-b3ab-c4968341a15d
CUST_0692,Jonathan Garcia,4966993622681,stevenstephens@example.net,6e2c2021-62ba-4e41-ba2a-fcc3121c3682
CUST_0693,Adam Lee,1720284372079,wrighttracy@example.net,2c07f929-2fe0-4814-9733-fc0f73075752
CUST_0694,Matthew Nelson,abc123,amanda69@example.org,0a82aea6-f6a0-4a9f-af4b-bb9e51c34bbb
CUST_0695,Deanna Baker,abc123,erikstewart@example.org,f87acd34-0394-4380-9dd9-663e441c7b9f
CUST_0696,Debra Kim,3990001793377,,4e99d5c5-2e5d-464e-9826-eb38dc228aa5
CUST_0697,Miranda Owen,abc123,lorraine35@example.net,8ca5e271-7f5f-4f4e-91f3-fbeb93c20a7a
CUST_0698,Cody Williams,3532981521638,lindsey06@example.org,11647ef1-e3d6-45c5-98dc-2d8fa0da3374
CUST_0699,Justin Gomez,7642192145710,makaylaharris@example.org,fcee0de7-c79a-488d-a463-ad5a92261f16
CUST_0700,James Rocha,3965479836808,christophermarquez@example.org,ba9d64ea-4af6-4698-acac-a46515b6ca3a
CUST_0701,Jacqueline Scott,4573467733368,zmckee@example.com,935110fd-7912-4cac-8a16-7f9863ce5886
CUST_0702,,1609624039946,teresagreen@example.com,c49b3567-e4c0-4fde-82aa-251bd35a19b0
CUST_0703,Jennifer Freeman,1785572916972,fmartin@example.com,3735e519-d9a1-4449-8e5c-77327bb4c8b3
CUST_0704,,8374558166241,patricia31@example.org,423420d1-1f4a-4bb2-a1ad-578127b70779
CUST_0705,Donald Woods,abc123,oford@example.org,ef945786-1d55-4ee0-9b49-e4f3e6215c7a
CUST_0706,Joseph Gray,6064986203640,williamsshawn@example.com,17fcd2d5-399a-4717-8347-963df10db065
CUST_0707,Anthony Farmer,5873781086964,oliviaallen@example.com,798ea34c-9e33-4d33-a7d8-719ebab8801b
CUST_0708,Cheryl Martinez,5606054056264,natashakennedy@example.net,2b4fde6f-d2d7-4886-9ee3-e61e8791d28f
CUST_0709,John Bailey,0728376381849,elizabeth25@example.net,b5664b55-6ec8-49f5-baad-a2aa165034b4
CUST_0710,Aaron Baker,6913387275272,seanjohnson@example.com,3a8c356e-fe65-4911-a958-07616d011d20
CUST_0711,,5433249039122,carol87@example.net,df108f30-e303-47ac-b4f2-573be4ec26a6
CUST_0712,Angelica Stewart,abc123,iharris@example.net,d79d1f02-3a0f-4a23-ba2f-a0752efdefde
CUST_0713,Jesse Payne,abc123,gonzalezcarrie@example.org,a7fc77c8-222f-432a-8de2-9e05392bb69f
CUST_0714,Nancy Myers,abc123,william71@example.org,b87a1747-cedd-4a16-8da9-3b1a5bcf3534
CUST_0715,Christine Smith,5721556236389,stantonwesley@example.net,67334a14-6ff4-4141-a9cd-619034481dcc
CUST_0716,Ryan Anderson,1842364115308,erica45@example.org,572e6b72-1b80-455f-8d3d-5ace9f9fe9c1
CUST_0717,Mary Lambert,3679291465261,jack59@example.com,e802d00f-5c71-4437-94df-4d660870f5b5
CUST_0718,April Larson,abc123,markparker@example.net,35b22373-84ff-4ec1-a0a6-dcfea3a51965
CUST_0719,Maria Krause,4128139040241,,c48799c7-194b-4825-923e-d7c29e05bb10
CUST_0720,Jennifer Kelley,9548540123560,farmercalvin@example.com,fa45ebd7-3419-4326-ac9c-d8b9f7c8805c
CUST_0721,Dennis Page,3293937543810,justingarcia@example.org,abd4940e-8e13-433c-ac70-83b689b2fbbb
CUST_0722,Cindy Jenkins,9722670670826,jmiller@example.com,fcbd916f-e7e5-4cfc-a5ca-1cd030a57839
CUST_0723,Gerald Ellis,8200322537173,gregorynelson@example.org,1d0fb11c-693b-4911-95ab-93bdd6aaf70f
CUST_0724,Lindsey Steele,2469494599790,roblessteven@example.net,f51847b2-cdfa-4a36-ac57-256198fae47f
CUST_0725,Abigail May,6189283694609,angelhenry@example.net,6eba0146-39e9-4cd3-91b6-a810bb99c870
CUST_0726,Barbara Wall,abc123,egonzalez@example.org,91e2d5a5-99de-45d5-9c10-8064dacefebf
CUST_0727,Brian Garza,5535556307095,,64c68eb0-7ccb-48fb-882a-7c2d772c373a
CUST_0728,Michael Nguyen,7515099606718,fcampbell@example.com,ff3b32be-f3fb-45c0-87c9-312d37ff4685
CUST_0729,Summer Hodges,6685917375645,,401b1a64-2aa2-4268-bbec-ced8dfcb1f16
CUST_0730,Louis Cruz,abc123,lewisangela@example.net,b93d8354-b3db-4208-bc0c-a321bd8a0e44
CUST_0731,Kelsey Morales,2777559038681,lauriesimmons@example.net,44e12fdc-bceb-4b6e-bd7a-3ea4a77884f0
CUST_0732,Steven Rodriguez,5447169594288,,d41f7f21-e29c-49b4-9d86-bb22ea7d31c7
CUST_0733,Donald Craig,5309076938247,,83f15c7b-50bd-4af8-8166-bbf307ed918d
CUST_0734,Sandra Warner,1224334642088,reedmichelle@example.com,a70e1c9d-a952-4061-a327-f3cc72af2fe8
CUST_0735,Lauren Wilson,8778399632967,veronica71@example.org,0f2bfa9e-4078-49ab-b19f-dc4fe741904c
CUST_0736,Rhonda Davenport,5728009061846,anthony47@example.org,e0594416-f863-434e-a393-f6c091c76bfa
CUST_0737,Samuel Chan,8786915263584,zcastro@example.net,bce8de52-652b-447c-85d3-54a90b49ac69
CUST_0738,Brianna Rogers,9162429656726,trancarla@example.com,073ebf31-4c65-4fca-98e7-4692cdd9f5f9
CUST_0739,Anthony Ray,4285137712029,christopher46@example.org,21132ccf-ddfd-4c6d-9911-13064c95e8c6
CUST_0740,Leslie Ward,abc123,juliewillis@example.org,8b46778d-a702-4e05-a15e-0d358d726384
CUST_0741,Melanie Bradley,abc123,andreahudson@example.com,34759cb8-0538-4be9-9eb9-ecb28e45d81f
CUST_0742,Teresa Fuentes,4453865748385,jeremy40@example.com,afff5a69-b009-4b96-b057-1b4e39fd2e39
CUST_0743,Michael Griffith,6701306858420,richardcooley@example.org,dd91ae3b-1b18-434d-9d8f-ccdf5fdad910
CUST_0744,,0997305574141,laurasmith@example.net,90594931-4561-4ef6-90f6-7fcde4be6729
CUST_0745,Jill Sullivan,7663738699249,susanleonard@example.net,8b1b2ca7-c169-4914-bcd2-2718a5d2e53a
CUST_0746,Nicholas Davenport,9577851531388,wwilliams@example.org,5f1bfe14-9bec-4f8e-84bb-465159e6acb8
CUST_0747,Nicole Richardson,3258797705796,timothysanchez@example.org,83785bde-cfcd-4022-8cc0-37dff04982a8
CUST_0748,Misty Smith,8256798343081,valenzuelapamela@example.net,e0a36d87-47a9-44fe-965e-808c5004f808
CUST_0749,Danny Lewis,3960824333108,courtneywhite@example.com,3720bab3-2907-4c58-bc7e-ddeaa93eb4ae
CUST_0750,Cassandra Stevens,1068385253956,karen56@example.com,66534254-0365-47cc-b941-e4b339d6a1f5
CUST_0751,Robert Sims,6048518898247,,55caccc6-40c1-4c8f-b72d-7596982755e7
CUST_0752,Natalie Gonzalez,1409014591042,combsthomas@example.net,03059243-fa53-495a-ba2c-7acf57bcec63
CUST_0753,Megan Pittman,3182024378044,joshuamendez@example.org,e0621444-2dc2-4206-b686-ac65d64e60b0
CUST_0754,Shannon Koch,1066960591134,,636e10e7-aa98-42b5-9fbc-f773f5963de3
CUST_0755,Eric Forbes,6799058734015,timothy04@example.com,1fce166c-f99d-47fb-9789-db3c621f8823
CUST_0756,Stacy Fuller,0997158447656,katie50@example.net,21020b4e-11ac-4d42-abf3-bb3d52a19df1
CUST_0757,Melissa Morris,5344985857485,whitemark@example.com,2ee0de8e-29da-4c59-869b-4b9df80fe024
CUST_0758,Joshua Kerr,4036579671662,timothy17@example.com,90a1ab7a-0387-46c2-8ecb-aaf6798f5c61
CUST_0759,Lawrence Baker,2336646468747,thaney@example.com,9305863a-2af7-4c44-8b5a-62f0a61d9a5b
CUST_0760,Danielle Liu,9846478847914,danahood@example.org,a39e5828-25c4-437e-8749-1ff4163f48fc
CUST_0761,Jason Williams,9496106560043,,1ace78c2-8848-4f5f-b4c1-362b0458ae39
CUST_0762,Jesse Robertson,0616714010684,hillwilliam@example.org,17b95369-9361-4938-b81f-5ec0c8f07ae4
CUST_0763,Colleen Fernandez,8798244568274,lisa07@example.net,aa649285-81ee-4837-a5de-1c91e991d4ef
CUST_0764,Eric Kelly,3343113592549,starkkaren@example.net,64bd6f72-9dc2-4e1f-a97d-5b4a5acb4c03
CUST_0765,Lynn Peck,8645677428729,robertmills@example.com,1b48f592-fdc7-482b-b2ba-518dfbda7cea
CUST_0766,Kevin Kirby,6931741723143,singram@example.net,6d9aa8d0-3103-4b5a-bfb5-9c332f986ca2
CUST_0767,Alex Fields,7888218943412,dennisshane@example.com,616a13b5-e9e9-4211-a2d5-41e602e18233
CUST_0768,Heidi Pope,3255663297462,susanroberts@example.org,0561a7e2-d92f-43e3-ad52-4486b3c80f5e
CUST_0769,Sherry Ramos,7105757341534,taylorwilliam@example.org,191f0afe-3aa4-4089-a24c-e9550d69a880
CUST_0770,Michael Lynn,4657878317616,aboone@example.net,327fc50b-16d2-4e5f-a26b-bd91405a16ab
CUST_0771,Rebecca Flores,7804084584097,vincent74@example.com,7edf8543-66fa-45be-838d-8e5fd71cc92d
CUST_0772,Nicholas Warner,7586856851377,lcollins@example.com,5cf8c156-60ef-471a-819f-eeb4fa1f8df3
CUST_0773,Brittney Bailey,4585307511932,,045c284f-980d-4bd5-b2bb-e1058bb912fe
CUST_0774,Christopher Parsons,6267779043665,shawn18@example.net,f0f74cf0-a83c-4c2e-9c16-bebacc5da27e
CUST_0775,Dylan Morales,6150140069643,christopherflores@example.com,9ef65cac-5968-4a75-ae8a-40e45f471463
CUST_0776,John Barber,4322290486721,tpeters@example.com,9347ef65-95ff-45a7-91d4-f347fdc5ccc9
CUST_0777,Laurie Hicks,abc123,jim66@example.org,1f10c48b-2ada-43c2-a96b-b103adb67af0
CUST_0778,Angel Callahan,9155448401030,vmurphy@example.com,1cb0d990-07cc-4c31-a446-1d4632575698
CUST_0779,Ms. Michelle Parrish,9171943670220,,c04cbdd8-61f9-4b9b-b52c-a9915dc3be2b
CUST_0780,Susan Smith,9868358050632,cwinters@example.org,15badb2a-ebb2-4dd2-ba95-568a89d797a0
CUST_0781,Joseph David,4229128828963,szuniga@example.net,f281ade7-f007-4638-a583-0af8682544b3
CUST_0782,Amy Crawford,5634011577381,lori31@example.com,e0f863a8-0e04-4070-ba67-42cec43ea233
CUST_0783,Lori Duran,8726046523737,corey10@example.net,bef6ac72-bace-4194-8bb6-ac8779d01233
CUST_0784,Christopher Valencia,abc123,kmaynard@example.net,30dfcbfc-2c36-4073-b26c-c6f617657d32
CUST_0785,Xavier Tyler,abc123,robert42@example.org,33a571ee-23e4-419a-baa3-5985b9a8d418
CUST_0786,Phillip Lewis,1753360470128,byrdrebecca@example.net,cbb6f036-6464-461b-9d8e-4d02031da26a
CUST_0787,Chad Crane,8704518841182,kelleymelinda@example.org,69e058ba-8f56-4de5-ac08-d027af49cd3e
CUST_0788,Natalie Ramos,8237699031207,hernandezjack@example.net,230ff314-c986-453e-a981-2d22d0cfc8cc
CUST_0789,Diana Wright,8948336608730,kristahouston@example.com,b22da31c-3acc-437e-a651-36400d67f44c
CUST_0790,Jesse Castillo,5086029244703,austinwendy@example.org,02de095a-8ca0-4779-b504-3cafa0d0750e
CUST_0791,Stacie Marshall MD,1319144645039,icraig@example.net,41c2b00d-8f46-4f3c-a4b1-e0add26165ca
CUST_0792,Sean Murray,3266528013352,pamelaburke@example.com,0823941d-5f61-4a7f-9827-ffb9433689ae
CUST_0793,Amanda Smith,abc123,dwaynebates@example.net,7477a65e-576a-4fe8-86c8-5fd7eb6992bc
CUST_0794,Natalie Davis,4257158383894,fsmith@example.com,0f94b249-8f1e-40b3-a3b1-22596249a80b
CUST_0795,Julie Gibbs DVM,1699555145788,,eb903888-e4df-47e5-b4d3-f7f9a3eb26c8
CUST_0796,Isabella Martin,2784575751062,gabriel93@example.org,9e4a1eb0-91a2-4d86-ad38-d594362a56ea
CUST_0797,Kevin Clay,6170128385035,amandaford@example.net,b42dfedd-4052-4345-8de8-aebef6786fe4
CUST_0798,Mckenzie Soto,5181370317114,sjones@example.net,212321b1-f91d-4f06-bb29-90db8fbfa7b0
CUST_0799,Mary Frank,5556311681114,kyleneal@example.net,44db23a5-de3d-4851-bbee-8753bcb979bb
CUST_0800,Timothy Schwartz,5145492370578,jamesmeadows@example.org,dde3f65c-1fb6-4222-86b5-ea91c73b8c76
CUST_0801,Jessica West,6589809995846,vdixon@example.com,925bef56-e44c-4896-bbac-732df4e92ade
CUST_0802,John Miller,4364688058587,timothymitchell@example.org,e79898d9-798d-437f-a31e-c75320af62f0
CUST_0803,William Santiago,9889155983198,thomas14@example.com,d68c2736-b306-419c-ae11-8e14c4c7db78
CUST_0804,Brian Meyer,0859205099284,bgraham@example.org,7f752e80-a47d-4272-a13e-f5e8dcb3705c
CUST_0805,Deborah Lopez,1386089658963,isaacshelton@example.com,9eb32605-3f63-4b3f-a28a-d676cc4000f2
CUST_0806,Michael Hampton,0575453629345,mperry@example.org,01d4bbf4-acbd-44c9-8f0a-943b7cb28b4d
CUST_0807,Joseph Gregory,6021401585911,twright@example.net,34b17abb-1754-44a8-a327-2c36a261183f
CUST_0808,Brittney Goodwin,abc123,johnstonlinda@example.org,c01b6e45-5051-4431-94a9-838ecfeb5626
CUST_0809,Allison Schwartz,5198130720940,wilsondylan@example.net,1b1bae21-e3ce-4be0-8270-08754be1f374
CUST_0810,Justin Vaughn,8780342468601,keithhiggins@example.org,d6cacfee-0800-4dfa-b0a6-101e2ce45a94
CUST_0811,Steven Zamora,0571868120045,simmonskathy@example.org,60e6cba3-5284-4ff1-a510-c010cabefe10
CUST_0812,Pamela Howell,7193421892104,jennifer93@example.org,1400fcb0-6a1e-4eb0-9fdd-f041d1642694
CUST_0813,Michelle Anderson,7220800395035,rtownsend@example.com,8d6657b1-9024-4665-9f55-927d43d5b0fb
CUST_0814,Tammy Sellers,abc123,megan73@example.org,c0ab95ec-cb41-41ee-a99d-b3a57392f1a1
CUST_0815,Sarah Rodgers,4548358553034,cindy73@example.org,b1888d55-9844-4412-8630-c0643aa03f33
CUST_0816,Laura Watson,3236220268417,kperkins@example.org,7b318277-4ab3-43e2-af0c-89f3a712a318
CUST_0817,Janet Pierce,2795542956566,,bddb0e04-ea3c-4db8-aaa3-1b605f3f1611
CUST_0818,Allison George,2997779481288,marydelgado@example.org,eb547032-afe2-4947-8922-91de48d824a5
CUST_0819,Tina Baxter,7486635366098,melaniemorris@example.net,b9af562f-0c84-4b0b-8935-ba6a1523a206
CUST_0820,John Wagner,4856220855795,melissaparker@example.net,64c5a637-5836-44d8-9056-0e9c6f5e7c18
CUST_0821,Alec Mueller,7661707265614,james60@example.org,4225667d-586e-43fd-a14f-725f46e6abcd
CUST_0822,Tamara Hays,abc123,sheila98@example.net,cc5e2acb-1a03-44e9-9bd4-d2bb4afd1573
CUST_0823,Wendy Anderson,3465544809556,hsmith@example.com,457b1ebe-2d35-4d6d-b69c-b23db03812d5
CUST_0824,Allison Campbell,5362481333027,bmorris@example.com,ba71dd23-9149-4326-ade6-1e1ddcfddb3e
CUST_0825,Crystal Brown,7589501144254,brittany73@example.net,81a58306-5324-4c31-9f64-9b07c0d056ad
CUST_0826,Ashley Walters,3795607354186,kimberlysmith@example.net,2d256779-0ab2-4775-a386-a689ce12c7d0
CUST_0827,Laura White,abc123,angelawalker@example.net,db22fa9e-ed6e-47ca-9970-f7c11349d100
CUST_0828,Adam Walker,9713020481681,cturner@example.org,5883a17a-9beb-4978-a533-db4a74c46951
CUST_0829,Andrew Richards,8829653649108,njohnson@example.com,c2490778-5d80-42a8-955b-54d5b81444b1
CUST_0830,Marcus Tate,1323807385036,patriciavelez@example.com,c60a4199-1d94-4924-b99e-a5883a129bea
CUST_0831,Tanya Rubio,abc123,phyllishowell@example.org,640bbc7b-d61b-4d9e-9fc0-37a32901e1d9
CUST_0832,Heather Clark,9809258026403,mark15@example.net,aaec0a6b-5f7a-4977-97bd-c71372d34a5c
CUST_0833,Terry Cherry,8535307856680,barbara20@example.com,84c36700-a9ab-4120-b73f-310da3bbe51a
CUST_0834,,5132598889470,gregoryhernandez@example.org,0dcf84e2-f415-40a1-bf7e-53c733ac2379
CUST_0835,,5520284075243,garrettashley@example.net,f297c940-8a11-4265-8a3e-8060d3714ac9
CUST_0836,Susan Malone,2807278030544,htorres@example.org,fdfcbf19-b45f-4cd2-be74-10d0a4c85b09
CUST_0837,Michael Parker,4795753484650,rhondawebb@example.org,c2719912-3301-4199-9501-3ab6ca185cf9
CUST_0838,Michael Snow,1189616449602,jsantiago@example.com,65cfdb5f-7673-4f42-a013-e1148bae249b
CUST_0839,Jared Mendez,6991418290909,gonzalezbrian@example.net,47afbb1f-b58b-44a5-8060-27235f598517
CUST_0840,Catherine Williams,1515165511854,sarahbauer@example.com,fc55a1dd-4692-4349-a7a1-f4e56a07bbfb
CUST_0841,Ann Braun MD,5736695220846,cassandrahall@example.org,61f2fb34-4000-4939-b2fd-963c0a226395
CUST_0842,Douglas Ford,abc123,xharvey@example.net,52bbdf43-c683-4f4b-b7e5-437cfdcd9843
CUST_0843,Julie Tate,2278799189008,lbrown@example.org,87cfbd3c-88eb-4ba0-a488-51aaea984101
CUST_0844,Howard Holloway,abc123,anthonylopez@example.org,0c70ad3b-f396-4bf2-8c98-5e60692f8c36
CUST_0845,Robert Wilkins,2524046227532,zcastillo@example.net,4f66b45e-8667-4687-a28f-045361e0c7aa
CUST_0846,Christopher Martinez,7713094834158,rdyer@example.com,937bdc78-3a01-4eae-928c-180eac180ef8
